"Country or Area","Year","Value","Value Footnotes"
"Bahamas, The","1999","7.14412993221745",""
"Bahamas, The","1998","4.7164738248118",""
"Bahamas, The","1997","2.06223948963316",""
"Bahamas, The","1996","4.22353068025446",""
"Bahamas, The","1995","4.37875139876522",""
"Bahamas, The","1994","3.1489161911812",""
"Bahamas, The","1993","0.307806938390144",""
"Bahamas, The","1992","-3.82558272775212",""
"Bahamas, The","1991","-4.1817846383037",""
"Bahamas, The","1990","-1.59624908649569",""
"Bahamas, The","1989","6.72732979931732",""
"Bahamas, The","1988","2.309707660833",""
"Bahamas, The","1987","2.98451934490475",""
"Bahamas, The","1986","1.79700022744103",""
"Bahamas, The","1985","4.82918011397481",""
"Bahamas, The","1984","14.1711486244798",""
"Bahamas, The","1983","3.597051867966",""
"Bahamas, The","1982","6.69889775608137",""
"Bahamas, The","1981","-9.22640507988645",""
"Bahamas, The","1980","6.49528192139537",""
"Bahamas, The","1979","26.139295769424",""
"Bahamas, The","1978","14.1795201387168",""
"Bahamas, The","1977","9.15492921913146",""
"Bahamas, The","1976","5.18518497170821",""
"Bahamas, The","1975","-14.8031263125012",""
"Bahamas, The","1974","-16.7542290749632",""
"Bahamas, The","1973","7.56756882392715",""
"Bahamas, The","1972","-3.497335933369",""
"Bahamas, The","1971","1.6265087407437",""
"Bahamas, The","1970","-5.64964951931607",""
"Bahamas, The","1969","8.98166257813477",""
"Bahamas, The","1968","8.42176356379973",""
"Bahamas, The","1967","9.59811386676546",""
"Bahamas, The","1966","9.07192871148771",""
"Bahamas, The","1965","10.4255964880827",""
"Bahamas, The","1964","10.501567201834",""
"Bahamas, The","1963","10.5240552039871",""
"Bahamas, The","1962","10.4519718906978",""
"Bahamas, The","1961","10.6670974291829",""
"Bahrain","2013","5.33753850667449",""
"Bahrain","2012","3.5887045713562",""
"Bahrain","2011","2.10018410872759",""
"Bahrain","2010","4.33440708785902",""
"Bahrain","2009","2.53977246949495",""
"Bahrain","2008","6.24512834138467",""
"Bahrain","2007","8.29244382201286",""
"Bahrain","2006","6.46856827097481",""
"Bahrain","2005","6.76893912909145",""
"Bahrain","2004","6.98094617521573",""
"Bahrain","2003","6.02395247455057",""
"Bahrain","2002","3.6141473610235",""
"Bahrain","2001","2.49103441450337",""
"Bahrain","2000","5.29999344971522",""
"Bahrain","1999","4.30000080039554",""
"Bahrain","1998","4.79000236543069",""
"Bahrain","1997","3.09299924979022",""
"Bahrain","1996","4.11000538306992",""
"Bahrain","1995","3.92999224126002",""
"Bahrain","1994","-0.25000099991513",""
"Bahrain","1993","12.8700074230811",""
"Bahrain","1992","6.6899964793224",""
"Bahrain","1991","11.2299997232052",""
"Bahrain","1990","4.4379973302171",""
"Bahrain","1989","0.364005337788115",""
"Bahrain","1988","6.99999382457572",""
"Bahrain","1987","10.3990069141594",""
"Bahrain","1986","1.18299552992805",""
"Bahrain","1985","-4.75826715146343",""
"Bahrain","1984","5.00364422449621",""
"Bahrain","1983","6.37637731150235",""
"Bahrain","1982","-7.55621750723262",""
"Bahrain","1981","-5.31669628391995",""
"Bangladesh","2013","6.01361059194194",""
"Bangladesh","2012","6.52145155902686",""
"Bangladesh","2011","6.4643849452773",""
"Bangladesh","2010","5.57180324288305",""
"Bangladesh","2009","5.0451257157669",""
"Bangladesh","2008","6.01377039376958",""
"Bangladesh","2007","7.0585918144368",""
"Bangladesh","2006","6.62934741566914",""
"Bangladesh","2005","5.9554682964432",""
"Bangladesh","2004","6.27050290118247",""
"Bangladesh","2003","5.25599427174103",""
"Bangladesh","2002","4.4154109225754",""
"Bangladesh","2001","5.27401411492016",""
"Bangladesh","2000","5.944506767714",""
"Bangladesh","1999","4.86923020669248",""
"Bangladesh","1998","5.22753138830147",""
"Bangladesh","1997","5.38755173267616",""
"Bangladesh","1996","4.62196797019729",""
"Bangladesh","1995","4.9250521808418",""
"Bangladesh","1994","4.08470352807643",""
"Bangladesh","1993","4.57437555717544",""
"Bangladesh","1992","5.03913311439037",""
"Bangladesh","1991","3.33935554092284",""
"Bangladesh","1990","5.94130714246796",""
"Bangladesh","1989","2.61235180889176",""
"Bangladesh","1988","2.15920231230884",""
"Bangladesh","1987","3.73226372538909",""
"Bangladesh","1986","4.24857045341768",""
"Bangladesh","1985","3.2232806245424",""
"Bangladesh","1984","5.18067229847728",""
"Bangladesh","1983","4.01608803899546",""
"Bangladesh","1982","2.37646681833066",""
"Bangladesh","1981","3.80199804664782",""
"Bangladesh","1980","0.81914186889891",""
"Bangladesh","1979","4.80163460055662",""
"Bangladesh","1978","7.0738377326069",""
"Bangladesh","1977","2.67305605001984",""
"Bangladesh","1976","5.66136120119664",""
"Bangladesh","1975","-4.08821409181658",""
"Bangladesh","1974","9.59195630041845",""
"Bangladesh","1973","3.32568019878394",""
"Bangladesh","1972","-13.9737287020439",""
"Bangladesh","1971","-5.47948302721956",""
"Bangladesh","1970","5.61985229280111",""
"Bangladesh","1969","1.22085790909685",""
"Bangladesh","1968","9.48945401547951",""
"Bangladesh","1967","-1.87586391964774",""
"Bangladesh","1966","2.56681200128052",""
"Bangladesh","1965","1.60625822891576",""
"Bangladesh","1964","10.9527885460417",""
"Bangladesh","1963","-0.455894289938712",""
"Bangladesh","1962","5.45303096987189",""
"Bangladesh","1961","6.05816082548085",""
"Barbados","2012","0.00929368029518685",""
"Barbados","2011","0.758497986707553",""
"Barbados","2010","0.253473526092222",""
"Barbados","2009","-4.13966882648765",""
"Barbados","2008","0.343146108000909",""
"Barbados","2007","1.67095115680804",""
"Barbados","2006","5.70652173913184",""
"Barbados","2005","3.99677028663383",""
"Barbados","2004","1.43325143325622",""
"Barbados","2003","1.97306608204939",""
"Barbados","2002","0.672622175516821",""
"Barbados","2001","-2.55018435067666",""
"Barbados","2000","2.30000000000001",""
"Barbados","1999","2.59265631305638",""
"Barbados","1998","4.11236353006589",""
"Barbados","1997","6.39472711535811",""
"Barbados","1996","1.83401551907403",""
